Test category: INTERNATIONAL_ORGANIZATION
With its funnel - shaped cap and ridges on the cap 's underside rather than gills the Craterellus tubaeformis can be easily distinguished .,['Craterellus tubaeformis:FUNGUS'],[]
Armillaria mellea is commonly known as honey fungus .,['honey fungus:FUNGUS'],[]
"All the way to the gills and the stipe , the fool 's mushroom is pure white .","[""fool 's mushroom:FUNGUS""]",['mushroom:FUNGUS']
The name Ganoderma is derived from the Greek .,['Ganoderma:FUNGUS'],[]
"As its name implies , the sickener is inedible , though not as dangerous as sometimes described in older mushroom guides .",['sickener:FUNGUS'],[]
North America is known to contain the coral mushroom called Ramaria pallida .,['coral mushroom:FUNGUS'],['mushroom:FUNGUS']
Hydrogen peroxide which attacks cellulose is produced by Brown rot fungi .,['Brown rot fungi:FUNGUS'],[]
Test category: TRAIN
"They never got to ride the Arrow , which operated from 1926 until 1967 .",['Arrow:TRAIN'],[]
Much of the Chippewa 's equipment came used .,['Chippewa:TRAIN'],[]
"The John Quincy Adams was a named train of the New York , New Haven & Hartford Railroad .",['John Quincy Adams:TRAIN'],[]
"The Chicagoan and Kansas Cityan were a pair of American named trains operated by the Atchison , Topeka and Santa Fe Railway .","['Kansas Cityan:TRAIN', 'Chicagoan:TRAIN']",[]
"The first Ak - Sar - Ben Zephyr was a service between Lincoln , Nebraska and Chicago .",['Ak - Sar - Ben Zephyr:TRAIN'],[]
The Champion was a direct competitor to the Silver Meteor .,"['Silver Meteor:TRAIN', 'Champion:TRAIN']",[]
The Morning Steeler and Afternoon Steeler were a pair of trains operated by the Pennsylvania Railroad .,"['Morning Steeler:TRAIN', 'Afternoon Steeler:TRAIN']",[]
"Having discontinued , they knew they would never use the Black Hawk .",['Black Hawk:TRAIN'],[]
"Upon its inauguration in January 27 , 1973 , the Inter - American connected Laredo with Fort Worth .",['Inter - American:TRAIN'],[]
The Abraham Lincoln was a named train that operated from 1935 into the 1960s .,['Abraham Lincoln:TRAIN'],[]
Test category: DECORATION
She will get the Austrian Decoration for Science and Art this year .,['Austrian Decoration for Science and Art:DECORATION'],[]
"A mixed civilian and military order , the Order `` For Merit to the Fatherland '' is created in four classes .","[""Order `` For Merit to the Fatherland '':DECORATION""]",['Order `` For Merit:DECORATION']
"In the order of precedence , the New Zealand Order of Merit ranks immediately after the Order of New Zealand .",['New Zealand Order of Merit:DECORATION'],"['New Zealand Order of Merit ranks:DECORATION', 'order of precedence:DECORATION']"
"For his contributions , Joseph Chan Yuek - sut was awarded the Bronze Bauhinia Star ( BBS ) in 2003 .","['BBS:DECORATION', 'Bronze Bauhinia Star:DECORATION']",['Bronze Bauhinia Star ( BBS:DECORATION']
He was awarded the Darjah Utama Nila Utama .,['Darjah Utama Nila Utama:DECORATION'],[]
"Awarded only on rare occasions in the Netherlands , or Luxembourg is the Order of the Gold Lion of the House of Nassau .",['Order of the Gold Lion of the House of Nassa:DECORATION'],['Order of the Gold Lion of the House of Nassau:DECORATION']
Test category: ANIMAL_DISEASE
Congenital heart disease is when you are born with malformations of the heart 's structures .,[],['malformations:ANIMAL_DISEASE']
Toxoplasmosis is also a common cause of ovine abortion .,[],['ovine abortion:ANIMAL_DISEASE']
The course of the disease mycoplasma is more severe during the winter and in cases of associated infections .,['mycoplasma:ANIMAL_DISEASE'],[]
For 27 months he had a bad cold .,['cold:ANIMAL_DISEASE'],[]
Test category: GOD
The city of Palmyra 's most notable building is the temple of Ba'al .,"[""Ba'al:GOD""]",[]
"Daikoku , he is variously considered to be the god of wealth .",['Daikok:GOD'],[]
"When you were shot with Cupid 's arrow , you fell in love with the very next person you saw .",['Cupid:GOD'],[]
"The goddess of everything that flows is Benzaiten : words ( and knowledge , by extension ) , speech , eloquence , and music .",['Benzaiten:GOD'],['Benzaiten ::GOD']
Asase Ya is the goddess of fertility of the Ashanti people of Ghana .,['Asase Ya:GOD'],[]
"In Cuba , Aganju is a volcano deity for the practitioners of Santeria/Lucumi religion .",['Aganj:GOD'],[]
Kali is a form of Durga that sprang from her head during Durga 's battle with a demon .,"['Durga:GOD', 'Kali:GOD', 'Durga:GOD']",[]
The Ugallu has a human body with the head of a lion .,['Ugall:GOD'],[]
The god of the air was Shu .,['Sh:GOD'],[]
"Some gods are based on Taoist ideas , like the eight gods of the Ba Xian .",['Ba Xian:GOD'],[]
Anzu is a giant bird with a lion 's head .,['Anz:GOD'],[]
Pazuzu is especially strong at fighting against the powers of the malicious goddess Lamashtu .,"['Pazuz:GOD', 'Lamasht:GOD']","['Pazuzu:GOD', 'Lamashtu:GOD']"
The sacred book tied to Fukurokuju 's staff is said to contain the lifespan of every person on Earth .,['Fukurokuj:GOD'],[]
"In precolonial times , the village of Ozuzu turned Amadioha/Kamalu into an oracle called Kamalu Ozuzu .","['Kamalu Ozuz:GOD', 'Amadioha/Kamal:GOD']",[]
The concept of goddess Bhuvaneswari as the supreme goddess emerged in historical religious literature .,['Bhuvaneswari:GOD'],[]
The most common design for the triens featured the bust of Minerva .,['Minerva:GOD'],[]
The Catholic Church holds that there is one eternal God .,['God:GOD'],[]
Test category: FLORA_PART
Rue is an evergreen plant often found as accent foliage or manicured into hedges .,['foliage:FLORA_PART'],[]
"With green foliage and pink , yellow , or purple flowers , the Epimedium makes for good groundcover in shady , moist gardens .",['foliage:FLORA_PART'],['flowers:FLORA_PART']
"The daisy - like flower Golden Marguerite , is short lived , so take in its aromatic foliage and sweet flowers while its around .",['foliage:FLORA_PART'],[]
She already knew that Epicormic buds lie dormant beneath the bark and that is fine .,['Epicormic buds:FLORA_PART'],[]
Toby scampered off the branch and stared upwards .,['branch:FLORA_PART'],[]
Tillers are segmented .,['Tillers:FLORA_PART'],[]
"The fungus known as Amanita fuligine has convex , dark gray to blackish caps measuring 3 - 6 cm in diameter .",['caps:FLORA_PART'],[]
They found 169 acorns stored away .,['acorns:FLORA_PART'],[]
Test category: CAR_STOP
Canning Town Station houses buses than run all the way through Romford Market .,['Canning Town Station:CAR_STOP'],['Canning Town Station houses buses:CAR_STOP']
A Golf course for minors is found right by the Waters Road stop .,['Waters Road:CAR_STOP'],['Waters Road stop:CAR_STOP']
Green Dragon Lane has a very eerie atmosphere .,['Green Dragon Lane:CAR_STOP'],[]
We are headed to the Oxford Circus Station .,['Oxford Circus Station:CAR_STOP'],[]
The bus stop at the Royal Brompton Hospital is opposite the Royal Marsden Hospital .,['Royal Marsden Hospital:CAR_STOP'],[]
Does the name Primrose Hill ring any bells ?,['Primrose Hill:CAR_STOP'],[]
On 1160 Mission Street you can find the SOMA Grand Garage .,['SOMA Grand Garage:CAR_STOP'],[]
Renovation of the seating at Lodge Drive is underway .,['Lodge Drive:CAR_STOP'],[]
"Like several others in the area , Norcross Georgia Bus Station is said to be seriously short - staffed at times .",['Norcross Georgia Bus Station:CAR_STOP'],[]
The restaurant is quite close to Joe 's Auto Parks in downtown Los Angeles .,"[""Joe 's Auto Parks:CAR_STOP""]",[]
Second San Carlos Garage is known for having a wide range of car spaces for several sizes of cars to park in .,['Second San Carlos Garage:CAR_STOP'],[]
"Believe it or not , the Turkey Street Station charges a lot as their bus fares .",['Turkey Street Station:CAR_STOP'],[]
You can make almost any connection at the Atlanta Greyhound Station .,['Atlanta Greyhound Station:CAR_STOP'],[]
Meadowcroft Road is the perfect destination for hitch - hikers needing a rest .,['Meadowcroft Road:CAR_STOP'],[]
Test category: SPORTS_FACILITY
A Golf course for minors is found right by the Waters Road stop .,['Golf course:SPORTS_FACILITY'],[]
A new Citi Field food vendor might give Shake Shack a run for its money .,['Citi Field:SPORTS_FACILITY'],[]
The Detroit Pistons ' days at the Palace of Auburn Hills are numbered .,['Palace of Auburn Hills:SPORTS_FACILITY'],[]
Stevie Nicks and Pretenders play at Smoothie King Center Wednesday .,['Smoothie King Center:SPORTS_FACILITY'],[]
"At Miller Park , there will be a $ 20M concession upgrade .",['Miller Park:SPORTS_FACILITY'],[]
Test category: ETHNIC_GROUP_OTHER
The 1974 Arab League summit was a meeting of Arab leaders held in Rabat .,['Arab:ETHNIC_GROUP_OTHER'],[]
The lempira was named after a ruler of the indigenous Lenca people .,['Lenca:ETHNIC_GROUP_OTHER'],['Lenca people:ETHNIC_GROUP_OTHER']
Asase Ya is the goddess of fertility of the Ashanti people of Ghana .,['Ashanti:ETHNIC_GROUP_OTHER'],['Ashanti people:ETHNIC_GROUP_OTHER']
The fat Eskimo ran up the side of Mt Stevenson .,['Eskimo:ETHNIC_GROUP_OTHER'],[]
It 's important to note that the Black Consciousness Movement attacked what they saw as traditional white values .,['white:ETHNIC_GROUP_OTHER'],[]
Italian is a major European language .,['European:ETHNIC_GROUP_OTHER'],[]
Celtic heritage is the origin for naming the Celtic Sea .,['Celtic:ETHNIC_GROUP_OTHER'],[]
Buzkashi is an Asian sport like polo .,['Asian:ETHNIC_GROUP_OTHER'],[]
Test category: NATURAL_OBJECT_OTHER
It was so thick that it felt like she had gone through 196 webs .,['webs:NATURAL_OBJECT_OTHER'],[]
The pomeron carries no charges .,['pomeron:NATURAL_OBJECT_OTHER'],[]
"String theory is a model of physics where all `` particles '' that make up matter are composed of strings ( measuring at the Planck length ) that exist in an 11 - dimensional ( according to M - theory , the leading version ) or 12 - dimensional ( according to F - theory ) universe .",['strings:NATURAL_OBJECT_OTHER'],['Planck length:NATURAL_OBJECT_OTHER']
"As the 1930s opened , the electron and the proton had been observed , along with the photon , the particle of electromagnetic radiation .","['particle:NATURAL_OBJECT_OTHER', 'proton:NATURAL_OBJECT_OTHER']",['proton:NATURAL_OBJECT_OTHER']
Ion is a term I know you have heard previously .,['Ion:NATURAL_OBJECT_OTHER'],[]
She says the spurion is fictitious .,['spurion:NATURAL_OBJECT_OTHER'],[]
Test category: LIVING_THING_PART_OTHER
Hydrogen peroxide which attacks cellulose is produced by Brown rot fungi .,['cellulose:LIVING_THING_PART_OTHER'],[]
Simple unicellular organisms have been referred to differently .,['Simple unicellular organisms:LIVING_THING_PART_OTHER'],['unicellular organisms:LIVING_THING_PART_OTHER']
A non - coding RNA was first implemented in 1939 .,['non - coding RNA:LIVING_THING_PART_OTHER'],['RNA:LIVING_THING_PART_OTHER']
You just did an entire report on MRPL1 .,['MRPL1:LIVING_THING_PART_OTHER'],[]
Most of the cell envelopes fall into two major categories .,['cell envelopes:LIVING_THING_PART_OTHER'],['cell:LIVING_THING_PART_OTHER']
Methanosarcina may have been largely responsible for the worst extinction event in the Earth 's history .,['Methanosarcina:LIVING_THING_PART_OTHER'],[]
Were you aware that the cytoskeleton acts to organize and maintain ?,['cytoskeleton:LIVING_THING_PART_OTHER'],['cytoskeleton acts:LIVING_THING_PART_OTHER']
"Just ask the teacher what spermatogonium is , so you can finish the report .",['spermatogonium:LIVING_THING_PART_OTHER'],[]
Flagellum are known to protrude outward .,['Flagellum:LIVING_THING_PART_OTHER'],[]
Test category: AGE
Test category: LAW
The Food and Drugs Board was established by the Food and Drugs Law of 1992 .,['Food and Drugs Law:LAW'],['Food and Drugs Law of 1992:LAW']
I am not understanding the Antiterrorism and Effective Death Penalty Act of 1996 .,['Antiterrorism and Effective Death Penalty Act:LAW'],['Antiterrorism and Effective Death Penalty Act of 1996:LAW']
They implemented the Affordable Care Act in 2010 .,['Affordable Care Act in 2010:LAW'],['Affordable Care Act:LAW']
The Child Abuse Reform and Enforcement Act protects children .,['Child Abuse Reform and Enforcement Act:LAW'],['Child Abuse Reform and Enforcement Act protects children:LAW']
The Farm Security and Rural Investment Act of 2002 was also known as the 2002 Farm Bill .,['2002 Farm Bill:LAW'],[]
United States enacted the Department of Education Organization Act in 1971 .,['Department of Education Organization Act in 1971:LAW'],['Department of Education Organization Act:LAW']
"Between 1947 and 1994 , the FmHA expanded the availability .",['FmHA:LAW'],[]
Test category: OCCASION_OTHER
Halloween in the Castro was a celebration in the 1960s .,['Halloween in the Castro:OCCASION_OTHER'],[]
"Bangladesh created the Meril Prothom Alo Awards , but this is the first I have heard of it .",['Meril Prothom Alo Awards:OCCASION_OTHER'],[]
"In Belgium in June 30 , FIPRESCI was founded .",['FIPRESCI:OCCASION_OTHER'],[]
They went to experience Animethon .,['Animethon:OCCASION_OTHER'],[]
The planned IPO would be Hungary 's biggest public listing in more than four decades .,['IPO:OCCASION_OTHER'],[]
Anabaptists are Christians who believe that Einsteinbaptism is only valid when the candidate confesses his or her faith in Christ and wants to be baptized .,['Einsteinbaptism:OCCASION_OTHER'],[]
"The South Atlantic Race is a yacht race from Cape Town to various destinations in South America , usually along the Cape Town to Rio de Janeiro route , but occasionally ends in other points in South America .",['South Atlantic Race:OCCASION_OTHER'],[]
Test category: STYLE
This is what has led to the emergence of Conceptualism .,['Conceptualism:STYLE'],[]
"Centered on the inheritance of undesirable traits , it was called Biological determinism .",['Biological determinism:STYLE'],[]
"In the 17th century , it was named Colbertism , created by Jean - Baptiste Colbert .",['Colbertism:STYLE'],[]
"Hence , it is colloquially known as Emotovism .",['Emotovism:STYLE'],[]
Test category: CHARACTER
Moby - Dick starts out with Ishmmael .,['Ishmmael:CHARACTER'],['Moby - Dick:CHARACTER']
"My daughter watches Dora the Explorer , about a Latina girl named Dora .",['Dora:CHARACTER'],[]
Designing Women stars main character Julia Sugarbaker .,['Julia Sugarbaker:CHARACTER'],[]
Sylvester would love to get his paws on Tweety Bird .,['Sylvester:CHARACTER'],[]
Please just remember that Jiminy Cricket is your conscience .,['Jiminy Cricket:CHARACTER'],[]
I can remember that Bart Simpson loves his slingshot .,['Bart Simpson:CHARACTER'],[]
A character that lives in a sewer is named Leonardo .,['Leonardo:CHARACTER'],[]
Rocky and Bullwinkle are best friends .,['Rocky:CHARACTER'],[]
Barney and Betty are married .,"['Barney:CHARACTER', 'Betty:CHARACTER']",[]
He wears a hat and is named Elmer Fudd .,['Elmer Fudd:CHARACTER'],[]
Rudolph 's nose could glow .,['Rudolph:CHARACTER'],[]
I always found it odd that Gumby was made of clay .,['Gumby:CHARACTER'],[]
"Wow , did you notice that Raphael has a temper ?",['Raphael:CHARACTER'],[]
Ren and Stimpy are very funny .,['Ren:CHARACTER'],[]
Ren and Stimpy are very funny .,['Ren:CHARACTER'],[]
A seemingly depressed character is Charlie Brown .,['Charlie Brown:CHARACTER'],[]
Tom and Jerry are enemies .,"['Tom:CHARACTER', 'Jerry:CHARACTER']",[]
Tom and Jerry are enemies .,"['Tom:CHARACTER', 'Jerry:CHARACTER']",[]
Richie Rich has access to a lot of money .,['Richie Rich:CHARACTER'],[]
"Daenerys leads her army on a march towards Meereen , the last of the three great slave cities .",['Daenerys:CHARACTER'],[]
"In addition , according to Hagrid , apart from Hogwarts , Gringotts Wizarding Bank is considered `` the safest place in the world for anything you want to keep safe '' .",['Hagrid:CHARACTER'],[]
"Later , in the company of Bilbo and Gandalf , Frodo leaves the Gray Havens .","['Frodo:CHARACTER', 'Bilbo:CHARACTER']",[]
"In the Iron Islands , Balon makes a plan to attack .",['Balon:CHARACTER'],[]
"The surviving men arrive back at Craster 's Keep , where Tarly witnesses Gilly give birth to a son .","['Gilly:CHARACTER', 'Tarly:CHARACTER']",['Tarly witnesses Gilly:CHARACTER']
Gizmo from Gremlins is adorable .,['Gizmo:CHARACTER'],[]
Test category: ACADEMIC
Test category: CAR
The original Lada was widely exported in sedan and station - wagon versions .,['Lada:CAR'],['sedan:CAR']
Our 4th Generation Prius reflects the latest developments and performance advances in Toyota 's Hybrid Synergy Drive® technology .,['4th Generation Prius:CAR'],"['Generation Prius:CAR', 'Hybrid Synergy Drive®:CAR']"
Piaggio scooters are small - displacement scooters .,['Piaggio:CAR'],['Piaggio scooters:CAR']
Our salespeople are advocates for the Maserati brand .,['Maserati:CAR'],['Maserati brand:CAR']
I am stripping a Daiwoo for parts .,['Daiwoo:CAR'],[]
The 2016 Ford Fusion Sedan .,['Fusion Sedan:CAR'],['Ford Fusion Sedan:CAR']
The Daihatsu Terios is a mini SUV .,['mini SUV:CAR'],['SUV:CAR']
The Daihatsu Terios is a mini SUV .,['mini SUV:CAR'],['SUV:CAR']
Smart Cars are marketed globally .,['Smart Cars:CAR'],[]
We celebrate the best Lancia cars .,['Lancia:CAR'],['Lancia cars:CAR']
Test category: N_PRODUCT
Lotus is indeed one of the most famous sports cars .,['one:N_PRODUCT'],[]
"A mixed civilian and military order , the Order `` For Merit to the Fatherland '' is created in four classes .",['four:N_PRODUCT'],[]
Celebgate was a collection of almost 500 private pictures of various celebrities leaked via iCloud and posted on the imageboard 4chan .,['500:N_PRODUCT'],[]
"Established in 1874 , The Accountant is one of the oldest and most prestigious trade magazines in the world .",['one:N_PRODUCT'],[]
She counted 8 books total .,['8:N_PRODUCT'],[]
They burned 69 candles .,['69:N_PRODUCT'],[]
There were 96 leg warmers in the area .,['96:N_PRODUCT'],[]
What are you going to do with 60 hairbrushes ?,['60:N_PRODUCT'],[]
Amy was able to eat 5 burgers in just three rounds .,['5:N_PRODUCT'],[]
"Childe Hassam painted around 30 paintings of streets decorated with flags , and The Avenue In The Rain is one of them .",['30:N_PRODUCT'],[]
"A NASA program that would have sent two groups of robotic probes to all the planets of the outer Solar System , was called the Grand Tour .",['two:N_PRODUCT'],[]
"Star Trek initially enjoyed high ratings , winning its timeslot with its premier episode , but ultimately came in 52nd place ( out of 94 programs ) by the end of the season .",['94:N_PRODUCT'],[]
The Morning Steeler and Afternoon Steeler were a pair of trains operated by the Pennsylvania Railroad .,['pair:N_PRODUCT'],[]
Test category: N_FACILITY
Los Angeles International Airport is one of the largest international airports in the United States .,['one:N_FACILITY'],[]
"At its peak , Bagan contained over 10,000 temples .","['10,000:N_FACILITY']",[]
"The 1896 Sanriku earthquake destroyed about 9,000 homes and caused at least 22,000 deaths .","['9,000:N_FACILITY']",[]
"The number of factories has steadily increased from 2,000 to 2,500 .","['2,000:N_FACILITY', '2,500:N_FACILITY']",[]
"The number of factories has steadily increased from 2,000 to 2,500 .","['2,000:N_FACILITY', '2,500:N_FACILITY']",[]
"Building 120,000 churches all over the world must be a huge task .","['120,000:N_FACILITY']",[]
"The books were sold around the over 1,500 markets on the continent .","['1,500:N_FACILITY']",[]
This company is responsible for building a string of 15 supermarts along this street .,['15:N_FACILITY'],[]
You are correct to say the David Traylor Zoo is one of the smallest zoos in the United States .,['one:N_FACILITY'],[]
Test category: BOOK
The Maltese Falcon is from 1930 .,['The Maltese Falcon:BOOK'],[]
Bridget Jones ' Diary was written to be a comedy .,"[""Bridget Jones ' Diary:BOOK""]",['Diary:BOOK']
Moby - Dick starts out with Ishmmael .,['Moby - Dick:BOOK'],[]
The Canterbury Tales are by Geoffrey Chaucer .,['Canterbury Tales:BOOK'],[]
Stephen King 's The Stand was an amazing tale .,['The Stand:BOOK'],[]
C.S . Lewis is the author of The Chronicles of Narnia .,['The Chronicles of Narnia:BOOK'],[]
The Stranger starts out with `` Mother died today '' .,['The Stranger:BOOK'],[]
"I tried to read Wuthering Heights at an early age , and had to try again when I was older .",['Wuthering Heights:BOOK'],[]
The Magic Mountain is a German book .,['Magic Mountain:BOOK'],['The Magic Mountain:BOOK']
The Naked and the Dead received unprecedented critical acclaim upon its publication .,['Naked and the Dead:BOOK'],[]
Anne Frank is the reason behind the Diary of a Young Girl .,['Diary of a Young Girl:BOOK'],[]
"Mentioned briefly in the Bamboo Annals , the Mount Tai earthquake has been dated to 1831 BCE .",['Bamboo Annals:BOOK'],[]
"ISBN - 10 : 0064407691 used to be Lemony Snicket , but I am no longer sure .",['Lemony Snicket:BOOK'],[]
Test category: CORPORATION_OTHER
Ottawa is ranked second in the Numbeo quality of life index 2014 - 2015 .,['Numbeo:CORPORATION_OTHER'],[]
AMCA was formed in 1955 from earlier trade associations .,['AMCA:CORPORATION_OTHER'],[]
HCEA began as the Medical Exhibitors Association in 1930 .,['HCEA:CORPORATION_OTHER'],[]
It 's amazing that the NWA awards scholarships and grants .,['NWA:CORPORATION_OTHER'],[]
The National Association for Search and Rescue should not be confused with the Canadian Government National Search and Rescue Program .,['Canadian Government National Search and Rescue Program:CORPORATION_OTHER'],[]
Did you know that the CMG members are primarily concerned with evaluating ?,['CMG:CORPORATION_OTHER'],[]
The official magazine of the National Geographic Society is called National Geographic .,[],['National Geographic:CORPORATION_OTHER']
Test category: SERVICE
"A company headquartered in Bridgeton , Missouri , United States is named GoJet Airlines LLC .",['GoJet Airlines LLC:SERVICE'],[]
IRO was established in 1998 and is wholly owned by Air T .,['IRO:SERVICE'],[]
He found it impressive that RLI has been in continuous service since 1988 .,['RLI:SERVICE'],[]
She decided to go with MUI .,['MUI:SERVICE'],[]
URF is exploring services in San Diego .,['URF:SERVICE'],[]
Test category: COLOR_OTHER
"Her small top and skirt were baby blue , and looked great on her .",['baby blue:COLOR_OTHER'],[]
Hot pink is a very nice color too .,['Hot pink:COLOR_OTHER'],[]
Amethyst eyes met with violet ones .,['Amethyst:COLOR_OTHER'],[]
Amethyst eyes met with violet ones .,['Amethyst:COLOR_OTHER'],[]
"Since the mid - 16th century ( at least ) , all of the wooden homes , barns , outhouses and other buildings in and around Falun have been traditionally painted a deep rust - red color known as falu that is manufactured from the iron - rich waste materials left over from the mines .","['rust - red:COLOR_OTHER', 'fal:COLOR_OTHER']",[]
She wore a faceted clear crystal ornament with malachite ribbon .,"['clear:COLOR_OTHER', 'malachite:COLOR_OTHER']","['faceted:COLOR_OTHER', 'crystal:COLOR_OTHER']"
She wore a faceted clear crystal ornament with malachite ribbon .,"['clear:COLOR_OTHER', 'malachite:COLOR_OTHER']","['faceted:COLOR_OTHER', 'crystal:COLOR_OTHER']"
"Goldenrod and asters fringed the Brunswick green walls , and added nice dimension .",['Brunswick green:COLOR_OTHER'],[]
Her walls were a rosy topaz which she thought was beautiful .,['topaz:COLOR_OTHER'],['rosy topaz:COLOR_OTHER']
"The males have an iridescent bottle - green head and neck , which gave its name to rich green - colored dye called drake's - neck in the early 18th century .","['bottle - green:COLOR_OTHER', ""drake's - neck:COLOR_OTHER""]",['iridescent:COLOR_OTHER']
The translucent nature of the clearnose skate is amazing .,['translucent:COLOR_OTHER'],[]
Test category: ERA
"Lusty - gallant was originally the name of a dance popular in Tudor England , but somehow , in the late - 1500s , its name became attached to a pale shade of red , similar to coral pink .",['Tudor:ERA'],[]
A supercontinent that existed during the late Paleozoic and early Mesozoic eras is the Pangaea .,"['early Mesozoic:ERA', 'late Paleozoic:ERA']",['late Paleozoic and early Mesozoic eras:ERA']
"By contrast , a Post - War Period marks the cessation of conflict entirely .",['Post - War Period:ERA'],[]
The Yuan Dynasty was a period when China was completely subjugated by foreign conquerors .,['Yuan Dynasty:ERA'],[]
"In precolonial times , the village of Ozuzu turned Amadioha/Kamalu into an oracle called Kamalu Ozuzu .",['precolonial times:ERA'],[]
"First introduced by Charles the Bold , the briquet is a medieval silver coin .",['medieval:ERA'],[]
A medieval currency from Sri Lanka is called the Kahavanu .,['medieval:ERA'],[]
The livre parisis had been the official coin of the Capetian Dynasty .,['Capetian Dynasty:ERA'],[]
Bhurshut Dynasty was a medieval Hindu dynasty spread across what is now the state of West Bengal .,['medieval:ERA'],[]
The two - handed claymore was a large sword used in the late Medieval and early Modern periods .,"['late Medieval:ERA', 'early Modern periods:ERA']",['late Medieval and early Modern periods:ERA']
"A culverin was a relatively simple ancestor of the musket , and later a medieval cannon .",['medieval:ERA'],[]
Test category: FACILITY_OTHER
Warragamba Dam supplies water to more than 3.7 million people living in Sydney and the lower Blue Mountains .,['Warragamba Dam:FACILITY_OTHER'],['Warragamba Dam supplies water:FACILITY_OTHER']
Test category: UNIT_OTHER
